sample	hier_label	hier_label2	hier_label16	hier_label32	root_ancestor	branch_length	_pt_highlight	user_colour	root_color	polytomy
PP104380.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.1.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.0.1	b16:7F94B94B9127.q1	b32:FUABIISH4T		0		#d4a8f4		
n524	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.1.3	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.0.0.0.1.0	b16:7F94B94B91271.b0	b32:FUABIISH4S.o2		4				
2023.TE.19712.2.2	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.1.3.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.0.0.0.1.0.0	b16:7F94B94B91271.q0	b32:FUABIISH4S.h4		0		#d4a8f4		
PP104378.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.1.3.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.0.0.0.1.0.1	b16:7F94B94B91271.q1	b32:FUABIISH4S.h5		0		#d4a8f4		
n527	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1	b16:7F94B94B9127.b1	b32:FUABIISH4.hf	true	1				
n528	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.0	b16:7F94B94B9127.q2	b32:FUABIISH4U	true	2	#2a6b5a			4
2025.TE.10402.1.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.1.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.0.0	b16:7F94B94B9127.o4	b32:FUABIISH4U.b0		4		#2a6b5a	#2a6b5a	
2025.TE.10399.1.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.1.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.0.1	b16:7F94B94B9127.o5	b32:FUABIISH4U.b1		3		#2a6b5a		
n531	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.1.3	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.0.0.0.1.0	b16:7F94B94B91278.q2	b32:FUABIISH4U.h2		22				
2025.TE.10404.1.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.1.3.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.0.0.0.1.0.0	b16:7F94B94B91278.o4	b32:FUABIISH4U4		2		#2a6b5a		
2022.TE.41400.2.3	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.1.3.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.0.0.0.1.0.1	b16:7F94B94B91278.o5	b32:FUABIISH4U5		24		#2a6b5a		
n534	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.1.4	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.0.0.0.1.1	b16:7F94B94B91278.q3	b32:FUABIISH4U.h3		1				
2025.TE.10407.1.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.1.4.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.0.0.0.1.1.0	b16:7F94B94B91278.o6	b32:FUABIISH4U6		8		#2a6b5a		
2026.TE.2243.1.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.1.4.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.0.0.0.1.1.1	b16:7F94B94B91278.o7	b32:FUABIISH4U7		9		#2a6b5a		
n537	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1	b16:7F94B94B9127.q3	b32:FUABIISH4V	true	2				4
2025.TE.10411.1.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0	b16:7F94B94B9127.o6	b32:FUABIISH4V.b0		5		#d4a8f4		
n539	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.1	b16:7F94B94B9127.o7	b32:FUABIISH4V.b1		1				3
2025.TE.10388.1.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.1.0	b16:7F94B94B9127E	b32:FUABIISH4V.q2		4		#d4a8f4		
2025.TE.10416.1.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.1.1	b16:7F94B94B9127F	b32:FUABIISH4V.q3		1		#d4a8f4		
2025.TE.10424.1.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.2.3	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.1.0.0.1.0	b16:7F94B94B9127E.o2	b32:FUABIISH4VI		4		#d4a8f4		
n543	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.3	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0.0.1.0	b16:7F94B94B9127C.q2	b32:FUABIISH4V.h2	true	1				3
n544	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.3.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0.0.1.0.0	b16:7F94B94B9127C.o4	b32:FUABIISH4V4		1				
2025.TE.10394.1.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.3.1.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0.0.1.0.0.0	b16:7F94B94B9127C8	b32:FUABIISH4V4.b0		6		#d4a8f4		
2025.TE.10410.1.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.3.1.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0.0.1.0.0.1	b16:7F94B94B9127C9	b32:FUABIISH4V4.b1		3		#d4a8f4		
n547	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.3.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0.0.1.0.1	b16:7F94B94B9127C.o5	b32:FUABIISH4V5		1				
2025.TE.10387.1.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.3.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0.0.1.0.1.0	b16:7F94B94B9127CA	b32:FUABIISH4V5.b0		0		#d4a8f4		
n549	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.3.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0.0.1.0.1.1	b16:7F94B94B9127CB	b32:FUABIISH4V5.b1		1				
2025.TE.10396.1.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.3.2.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0.0.1.0.1.1.0	b16:7F94B94B9127CB.b0	b32:FUABIISH4V5.q2		0		#d4a8f4		
2025.TE.10391.1.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.3.2.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0.0.1.0.1.1.1	b16:7F94B94B9127CB.b1	b32:FUABIISH4V5.q3		6		#d4a8f4		
n552	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.3.3	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0.0.1.0.0.0.1.0	b16:7F94B94B9127C8.q2	b32:FUABIISH4V4.o2	true	1	#40847d			5
2025.TE.10403.1.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.3.3.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0.0.1.0.0.0.1.0.0	b16:7F94B94B9127C8.o4	b32:FUABIISH4V4.h4		2		#40847d	#40847d	
2025.TE.10414.1.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.3.3.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0.0.1.0.0.0.1.0.1	b16:7F94B94B9127C8.o5	b32:FUABIISH4V4.h5		2		#40847d		
2025.TE.10409.1.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.3.3.3	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0.0.1.0.0.0.1.0.0.0.1.0	b16:7F94B94B9127C88.q2	b32:FUABIISH4V48.q2		4		#40847d		
2025.TE.10383.1.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.3.3.4	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0.0.1.0.0.0.1.0.0.0.1.1	b16:7F94B94B9127C88.q3	b32:FUABIISH4V48.q3		4		#40847d		
n557	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.3.3.5	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0	b16:7F94B94B9127C89.q0	b32:FUABIISH4V49.q0		1				6
2025.TE.10423.1.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.3.3.5.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.0	b16:7F94B94B9127C89.o0	b32:FUABIISH4V49.o0		2		#40847d		
2025.TE.10384.1.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.3.3.5.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1	b16:7F94B94B9127C89.o1	b32:FUABIISH4V49.o1		5		#40847d		
2025.TE.10386.1.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.3.3.5.3	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.0.0.1.0	b16:7F94B94B9127C890.q2	b32:FUABIISH4V491.b0		2		#40847d		
2025.TE.10397.1.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.3.3.5.4	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.0.0.1.1	b16:7F94B94B9127C890.q3	b32:FUABIISH4V491.b1		3		#40847d		
2025.TE.10427.1.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.3.3.5.5	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.0.1.0.0	b16:7F94B94B9127C891.q0	b32:FUABIISH4V492.b0		2		#40847d		
n563	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.3.3.5.6	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.0.1.0.1	b16:7F94B94B9127C891.q1	b32:FUABIISH4V492.b1		1				
2025.TE.10415.1.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.3.3.5.6.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.0.1.0.1.0	b16:7F94B94B9127C891.o2	b32:FUABIISH4V492.q2		3		#40847d		
2025.TE.10417.1.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.3.3.5.6.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.0.1.0.1.1	b16:7F94B94B9127C891.o3	b32:FUABIISH4V492.q3		6		#40847d		
n566	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.4	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0.0.1.1	b16:7F94B94B9127C.q3	b32:FUABIISH4V.h3	true	3	#d95a47			3
n567	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.4.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0.0.1.1.0	b16:7F94B94B9127C.o6	b32:FUABIISH4V6	true	8				
2025.TE.29204.1.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.4.1.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0.0.1.1.0.0	b16:7F94B94B9127CC	b32:FUABIISH4V6.b0		2		#d95a47	#d95a47	
2026.TE.2261.1.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.4.1.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0.0.1.1.0.1	b16:7F94B94B9127CD	b32:FUABIISH4V6.b1		5		#d95a47		
n570	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.4.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0.0.1.1.1	b16:7F94B94B9127C.o7	b32:FUABIISH4V7	true	5	#7d2e46			3
2026.TE.2254.1.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.4.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0.0.1.1.1.0	b16:7F94B94B9127CE	b32:FUABIISH4V7.b0		11		#7d2e46	#7d2e46	
n572	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.4.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0.0.1.1.1.1	b16:7F94B94B9127CF	b32:FUABIISH4V7.b1		2				
2026.TE.2239.1.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.4.2.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0.0.1.1.1.1.0	b16:7F94B94B9127CF.b0	b32:FUABIISH4V7.q2		2		#7d2e46		
2026.TE.2257.1.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.4.2.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0.0.1.1.1.1.1	b16:7F94B94B9127CF.b1	b32:FUABIISH4V7.q3		4		#7d2e46		
n575	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.4.2.3	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0.0.1.1.1.0.0.1.0	b16:7F94B94B9127CE.o2	b32:FUABIISH4V7.h2		1				4
2026.TE.2247.1.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.4.2.3.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0.0.1.1.1.0.0.1.0.0	b16:7F94B94B9127CE4	b32:FUABIISH4V74		2		#7d2e46		
2026.TE.2248.1.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.4.2.3.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0.0.1.1.1.0.0.1.0.1	b16:7F94B94B9127CE5	b32:FUABIISH4V75		2		#7d2e46		
2026.TE.2249.1.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.4.2.3.3	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0.0.1.1.1.0.0.1.0.0.0.1.0	b16:7F94B94B9127CE4.o2	b32:FUABIISH4V74.o2		4		#7d2e46		
n579	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.4.2.3.4	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0.0.1.1.1.0.0.1.0.0.0.1.1	b16:7F94B94B9127CE4.o3	b32:FUABIISH4V74.o3		2				
2025.TE.29206.1.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.4.2.3.4.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0.0.1.1.1.0.0.1.0.0.0.1.1.0	b16:7F94B94B9127CE46	b32:FUABIISH4V74.h6		0		#7d2e46		
n581	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.4.2.3.4.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0.0.1.1.1.0.0.1.0.0.0.1.1.1	b16:7F94B94B9127CE47	b32:FUABIISH4V74.h7		1				
2026.TE.2256.1.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.4.2.3.4.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0.0.1.1.1.0.0.1.0.0.0.1.1.1.0	b16:7F94B94B9127CE47.b0	b32:FUABIISH4V74E		0		#7d2e46		
2026.TE.2237.1.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.3.3.5.2.2.2.2.2.4.2.3.4.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.0.1.0.0.1.0.0.1.1.1.1.1.0.0.1.1.1.0.0.1.0.0.0.1.1.1.1	b16:7F94B94B9127CE47.b1	b32:FUABIISH4V74F		2		#7d2e46		
